
1	2800.000000

2	1383.209388

3	1945.570990

4	7993.776656

5	737.690055

6	581.923418

7	410.293679

8	456.391471

9	1061.524341

10	1058.376958

11	385.742112

12	292.806021

13	253.265299

14	232.510113

15	222.274970

16	220.867505

17	231.103409

18	267.209470

19	445.150242

20	1285.204233

21	313.946501

22	229.902378

23	207.033601

24	207.029569

25	233.365646

26	353.867981

27	16814.342500

28	289.431747

29	204.697115

30	178.629913

31	176.459217

32	216.871721

33	2202.325606

34	192.272976

35	140.017311

36	119.042653

37	106.601534

38	97.864048

39	91.139416

40	85.665952

41	81.042611

42	77.034502

43	73.492987

44	70.318317

45	67.440400

46	64.808111

47	62.383007

48	60.135421

49	58.041955

50	56.083803

51	54.245597

52	52.514597

53	50.880106

54	49.333041

55	47.865607

56	46.471061

57	45.143515

58	43.877794

59	42.669318

60	41.514012

61	40.408226

62	39.348681

63	38.332410

64	37.356725

65	36.419178

66	35.517532

67	34.649736

68	33.813906

69	33.008305

70	32.231330

71	31.481494

72	30.757419

73	30.057824

74	29.381513

75	28.727373

76	28.094363

77	27.481508

78	26.887894

79	26.312663

80	25.755010

81	25.214176

82	24.689447

83	24.180148

84	23.685643

85	23.205331

86	22.738643

87	22.285041

88	21.844014

89	21.415079

90	20.997776

91	20.591669

92	20.196343

93	19.811404

94	19.436476

95	19.071202

96	18.715240

97	18.368266

98	18.029969

99	17.700054

100	17.378236

101	17.064246

102	16.757824

103	16.458724

104	16.166707

105	15.881548

106	15.603028

107	15.330940

108	15.065081

109	14.805262

110	14.551298

111	14.303010

112	14.060231

113	13.822795

114	13.590546

115	13.363333

116	13.141009

117	12.923436

118	12.710478

119	12.502006

120	12.297894

121	12.098021

122	11.902271

123	11.710532

124	11.522696

125	11.338658

126	11.158317

127	10.981576

128	10.808340

129	10.638519

130	10.472025

131	10.308772

132	10.148679

133	9.991666

134	9.837655

135	9.686573

136	9.538347

137	9.392908

138	9.250187

139	9.110119

140	8.972641

141	8.837692

142	8.705210

143	8.575139

144	8.447423

145	8.322006

146	8.198836

147	8.077862

148	7.959034

149	7.842303

150	7.727623

151	7.614948

152	7.504233

153	7.395435

154	7.288513

155	7.183425

156	7.080133

157	6.978598

158	6.878781

159	6.780647

160	6.684161

161	6.589287

162	6.495992

163	6.404244

164	6.314010

165	6.225260

166	6.137963

167	6.052090

168	5.967612

169	5.884501

170	5.802730

171	5.722272

172	5.643102

173	5.565194

174	5.488523

175	5.413066

176	5.338799

177	5.265699

178	5.193744

179	5.122912

180	5.053182

181	4.984532

182	4.916944

183	4.850396

184	4.784870

185	4.720346

186	4.656806

187	4.594233

188	4.532608

189	4.471915

190	4.412136

191	4.353255

192	4.295255

193	4.238122

194	4.181840

195	4.126393

196	4.071768

197	4.017949

198	3.964922

199	3.912675

200	3.861192

201	3.810462

202	3.760470

203	3.711205

204	3.662655

205	3.614806

206	3.567647

207	3.521166

208	3.475353

209	3.430195

210	3.385683

211	3.341804

212	3.298550

213	3.255909

214	3.213871

215	3.172427

216	3.131567

217	3.091281

218	3.051560

219	3.012395

220	2.973777

221	2.935697

222	2.898147

223	2.861118

224	2.824602

225	2.788591

226	2.753077

227	2.718052

228	2.683508

229	2.649438

230	2.615834

231	2.582690

232	2.549998

233	2.517751

234	2.485943

235	2.454566

236	2.423614

237	2.393080

238	2.362959

239	2.333243

240	2.303927

241	2.275005

242	2.246471

243	2.218319

244	2.190543

245	2.163138

246	2.136098

247	2.109417

248	2.083091

249	2.057114

250	2.031481

251	2.006188

252	1.981228

253	1.956597

254	1.932291

255	1.908304

256	1.884632

257	1.861270

258	1.838215

259	1.815461

260	1.793004

261	1.770840

262	1.748965

263	1.727374

264	1.706064

265	1.685031

266	1.664270

267	1.643778

268	1.623551

269	1.603585

270	1.583876

271	1.564422

272	1.545218

273	1.526261

274	1.507547

275	1.489073

276	1.470836

277	1.452833

278	1.435060

279	1.417513

280	1.400191

281	1.383089

282	1.366205

283	1.349536

284	1.333079

285	1.316830

286	1.300788

287	1.284949

288	1.269310

289	1.253870

290	1.238624

291	1.223571

292	1.208707

293	1.194031

294	1.179540

295	1.165231

296	1.151102

297	1.137150

298	1.123373

299	1.109769

300	1.096336

301	1.083070

302	1.069971

303	1.057035

304	1.044261

305	1.031646

306	1.019188

307	1.006885

308	0.994736

